wallet	window	side	asof_time	amount_lamports	supporting_flow_count	flow_ref	first_seen_time	first_seen_flow_ref	is_whale
3tkVLxjhxZoJLn8aRHt7yG6UjpjYjnKpaDQ1ijY6Ur6B	24h	sell	1769277758	71416917386	46	4132twdvrHL7zmdMppQDHY36WuYfYKWV6Z2NqFa9xn4q254pVY9PkA1QT62sKhxB7cPTnTEz1k9V84sMmbtX5bsJ	1769197249	3eVFCpSU8mACN3WN4zCNC7MLjHsKbEW4MeKxKUyH44vRt5dCt9R3M8BW8dDYLnyy2jZFDrgaCy2R4vHcJfEut5mc	1
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	24h	buy	1769726668	54018729809	44	41xPjZySMaCTsZ52L2XQ5SK7kmGYu6UJRkwGjFdUwZsCZYjKsx43YESat7NN4MauazwYPmHaaoHHnhQsEkF5dxwo	1769258865	xJTRMLAc8V8XJnX7VQseB496k8Zz7dCKQwpgnEsCXnkNEcVaXw22etXhsotLFwqeuV9k99WU7FtYP8sdSUCrg1G	1
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	24h	sell	1769727268	61529730254	36	2au4Ko8dXj3JHyHmQvfvGaw6BM7M9XKzcAeMqCnsJ6uTwxTgxB7vVnVcDck5X3qXJhzyjFnuPzAmboACdbKDqxFT	1769200609	2VnEgUy75RoWYrWBrj36sntnvFJh7sc2Bk2PzwdUfzqi4cRGqxUqh44k3hpEYecrei6UFJ9iqUdZNJQgPGwGjgaG	1
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	7d	buy	1769726668	285338599612	164	41xPjZySMaCTsZ52L2XQ5SK7kmGYu6UJRkwGjFdUwZsCZYjKsx43YESat7NN4MauazwYPmHaaoHHnhQsEkF5dxwo	1769610664	2bECkVCkQmUR6g3HrsSDCyYhQyRzuVJkUaa6wv4jxBAXFE6AJdixUeeq4tNrqh96pE2G9qivKQb8vg772oLTHnSG	1
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	7d	sell	1769727268	312355323985	181	2au4Ko8dXj3JHyHmQvfvGaw6BM7M9XKzcAeMqCnsJ6uTwxTgxB7vVnVcDck5X3qXJhzyjFnuPzAmboACdbKDqxFT	1769540813	4T8vzNhiPvoCgqnqGdLiz97QLR8boZUy7Y4WSyXXLeVoUFZxvtWYn3j6QUvZPnaj3uTND1urjHHen8jRnXrnnhJR	1
3uz65G8e463MA5FxcSu1rTUyWRtrRLRZYskKtEHHj7qn	lifetime	buy	1769430750	15000006227	1	5FD5C86v2y32H8TwEi9EkBEMZ531pANfRk8LmCFDdBVXnEAZ1XjQRoYLTuXDEg4gcKhgEit1NWdguCwcXcwV7LEv	1769194731	3TiGekBE3kUt34peeA59DQZpm5Svp7zPQTNSZcLsvcmhEBpwMxN388Wgq4F8NZCrMJwVih4aQfsyFTCtTyRwSpPn	1
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	24h	buy	1769658601	56085873156	10	4SMjh4b6uaPy25H1N2yQDLbvVv4iStm3Ud8sHij278qBMJmRnREhNzbF2KgpDuPjzAfRDW3BDEN73o7stETRYALc	1769196692	5foxDcnU8ATUYUtwTQdUh9G9EwhfATKYZNkPSfkkoPg21CBoq33c1qQfsdCtvR17UcniJa15N5T3E6wRc2Fmb7MP	1
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	24h	sell	1769395789	61458485065	10	5jrfnQSVYLQSxk5XAaFSkJku6znaMvsd3TiB8W8Xy8sH76igaftkdXpMwVutphDzwjRhg7NsBHDA2GKp3ZaZYeiG	1769221624	opPEnCiQwnmpTLAXvTR12KvhbsRkoB1nNkor9vijs5owXzH99MyjZspV337BCsXtFz4fxCwPGVo8pJ6wQk8HeAz	1
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	7d	buy	1769734954	492638663252	78	Zo96u1WVkNkJJww9CUX1aquyY8mNgw55NghYy1siS6kiJ7JjJw3z4vodiEHavBonHpKEzbnxrFTfDMtPxWvQLoZ	1769283665	3B8AbddhSoW5iCi18KADoL4qubqGtypYzWx8QgmNPMLHdDiwV67ZrVvQQNfFW3mvkdycJHH5xLnR8zJ8zVMQUqaa	1
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	7d	sell	1769735311	432717748384	55	4tngrVhA1UN7gobFyq9KpEkiDGDoPpmxpUaDYY9tAAELC8EJC5Smks12UnTNoHYbWwk79TvDm1YW6zA1LfwbbbYA	1769285696	4jHsstcrjd8J8udSB19dHXJjJvRT7hK4sSpXgjSfLJHfbeSwrfegnNAVLSULkPB4wSobs9Nr3YePsQyzfPSuSBi9	1
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	lifetime	buy	1769721330	10253188543	1	2bowMRS2HCNm5WvbUsspT9GDDj9BuHzDbCbBPzB6GLAM3JXLg24AzfauBd3pg3PUZD4JvTHpLdbTBR1YaQd5KqLo	1769173729	61d3YhkYcgtCUZSZ64PX4ENEXDHRxkzDBgBEeBAXq6pC6fupeKK9v1nXiMQ7F3AmSPKMhtPJd7sJVjeG81srqykT	1
3wi8waD5A64D7PLutUYJdhMcrYvDBTqeh3CRFgv1hFtY	lifetime	sell	1769522205	20243191543	1	4bZHn8fNVaETBw8Uszg1T4yMN2DCNiAQ6Lms17j5zVma7Fu9xX3dsmHvFRrhYanjjTqwEMJhjNLqtdi7XjJvJcA2	1769221624	opPEnCiQwnmpTLAXvTR12KvhbsRkoB1nNkor9vijs5owXzH99MyjZspV337BCsXtFz4fxCwPGVo8pJ6wQk8HeAz	1
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	24h	buy	1769702816	226443733912	876	5Lm7Kocdzypoi8hCG6ZfH2Zggpg6YzvKpL8tAcRTCEXMSwz3P9UYTKuPHUd2NB4A2Ve8b5pWySVtm2YTyogahMXz	1769345019	4fF5yjVkVJHedX2sLzW3TiCn25WL3ZhKmKATYe4qwcf179zL35Ls4d5dGc2GoJXbsVneEqsPeJT7VFYe6DLiS1hV	1
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	24h	sell	1769702834	216701565750	204	1PbWRP7tCTYJV6mPSkD9knHpQyYCAJoH2MJ2pkzdrNTZ5XPS9DPN9CpSjy3jvUVqvNnhE6UQ5P4miV5cqaPto1T	1769344948	4CrRHoxeBUZEXHVUL7MkQdkqH9o67DcnyZmdQieG6YNSN1B44FWQY5EVvKwHfJ2royDeMo9ASjiBXXsm1e3M4WMx	1
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	7d	buy	1769702816	1295265868959	3287	5Lm7Kocdzypoi8hCG6ZfH2Zggpg6YzvKpL8tAcRTCEXMSwz3P9UYTKuPHUd2NB4A2Ve8b5pWySVtm2YTyogahMXz	1769424583	4LFnJ5gs8NcurR75drkZomQaXSqLqWb2weYJqhi27YQvWdy9yzQn8dc9ezjrtWwBvA7odtr2YRdTxk25xbJrEcVC	1
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	7d	sell	1769702834	1289913078995	1103	1PbWRP7tCTYJV6mPSkD9knHpQyYCAJoH2MJ2pkzdrNTZ5XPS9DPN9CpSjy3jvUVqvNnhE6UQ5P4miV5cqaPto1T	1769423692	2tsFWf8UmUFLJE2WVy1RPMFS5JgnT5NuWwNiJ4c5CW9pS8W7K34vmiBXjwbJbo4hqKhBrRmB1uAYVgmmpizV12DA	1
3wjyaSegfV7SZzjv9Ut1p6AcY5ZdoZjmu6i6QPCVvnmz	lifetime	sell	1769527170	11794343736	1	3BE6C1LsCAeDLm5mSTWdZ8KdpYLSVdtvXgrKSmyikBjvdBjMeGJ94c8Z2tsNgFkuvF9o2VvVmQaEvam3eD4Tnjce	1769434931	52pJD6EBfJeWCfYUoRL8nFhktbBi2AvQn4UnC3CTgaXbTVgyXxt7oXx5MLD7tFdSrxJxvrMQHQ2BktriosbysMmk	1
3xRT22ed5V6gKkR16hcL2H5GEBMu15givEH14ZsTsv8j	24h	sell	1769661744	174020381859	5	dtAwhfW5uxJsexG9by46Y72148J6zZQZ8dex2TtSJa1voevFFBvkPy4ArPywgBxMypKemUQE64554ojHJD4MLKy	1769661688	4WuFJbxzw3ynhYGhqLeAsxWUuZpQKFc7WycjVdvX8dPrqpdMUCCoZCszSLi3CkqWHkZLVfU5sBHoUHcHAbEcjwVy	1
3xRT22ed5V6gKkR16hcL2H5GEBMu15givEH14ZsTsv8j	lifetime	buy	1769621206	14489097005	1	5Dv6LMpZR7teoSn2oQbMmMeBAnJhpHs1FikbMhCafGSAqhwS8wSTEtZ9gP8fGAKK4T9naSnmA71RdhzST2ug1n3D	1769603811	3jBa87HUqMZJBCTYmzuutJz5TQvBh5k9PSUgW9eFHNCX7jhqUAzSiwQhkyHvnjpw7ZfgS997NDy4jz993kRYQq9i	1
3xRT22ed5V6gKkR16hcL2H5GEBMu15givEH14ZsTsv8j	lifetime	sell	1769661744	76906501520	1	dtAwhfW5uxJsexG9by46Y72148J6zZQZ8dex2TtSJa1voevFFBvkPy4ArPywgBxMypKemUQE64554ojHJD4MLKy	1769618697	3yzK7gJELebgVPt7EwEhPoJ3SJR2JVJ47Hg8mmhQAREQq6mgmwJkrgYcqU9bs8aroJW6TauTTiAanoxy1UoHE36F	1
48kx1v5iNdpwmWKAcfwNKL8brRCZqATJrmrCAw8wnN29	lifetime	sell	1769678897	19491661832	1	5EGKsCgQuC29hj49cvFd6kF4sw3uhrrxb1TnHyuStMUL6QV2hysyJibTQWKKMLiGrsT6JmUcg2Cpi5ZsTwdttr9s	1769678897	5EGKsCgQuC29hj49cvFd6kF4sw3uhrrxb1TnHyuStMUL6QV2hysyJibTQWKKMLiGrsT6JmUcg2Cpi5ZsTwdttr9s	1
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	24h	buy	1769741175	269007158198	284	XBsTXDpEZk5e7gq3WwSxg9PgyRuEqvEQBMp3nf5fxyMjTTeZQS36QJgKd5pDNWrAN3tUSWNCwY7xVd6PdBUkAvQ	1769185570	85LJsAfuJx8wbZs8SuRNxTxYZDwU933HdQ5Z9efoM3SPWbizDLRLJJLza5cvCwJYAZtdeuoT6GVjNZbRET7Ydw9	1
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	24h	sell	1769739327	374851309206	146	4WvePLVU55wB96uriassriDu5VXE2npQQG4ScXVs3TeAEsjXu8dGKDbf3EMDXz7JgMU7JrpBzWUfgDFV2oSHKvAN	1769182833	41NukR8khrEW11GtnHPLf23uAjTi3dNBoopckrj2yzty3Rt4QkJT7A3dYUki27Cfga6QbU84uYnbvuKfpj5rtppy	1
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	7d	buy	1769741175	1303410182338	1364	XBsTXDpEZk5e7gq3WwSxg9PgyRuEqvEQBMp3nf5fxyMjTTeZQS36QJgKd5pDNWrAN3tUSWNCwY7xVd6PdBUkAvQ	1769263390	PBkS8y459qmGLdSCLcq5esSMsabohT9UcM6upxxDNDuxhWk9oWBN7vUpiVkoR9j9TQTjYpDJzQ9Za4tk7kpugae	1
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	7d	sell	1769739327	1933412964525	667	4WvePLVU55wB96uriassriDu5VXE2npQQG4ScXVs3TeAEsjXu8dGKDbf3EMDXz7JgMU7JrpBzWUfgDFV2oSHKvAN	1769195291	kYp1FtDXTSEpUYZrfXgDkq9V4LP3XP9E9urAWQuDn898JqJYWYbzg97Xev4UbpcdP3c7NZNMwgPQECcJNjfuD4i	1
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk	lifetime	sell	1769710300	12898035342	1	2WcmWVpThKZbmR9Je8Zh2qYxw964pbwEG9ZuQBNtaaSHUgvfAyrHNBtPXfRjjHq7EDQ5HAgehPh8h5SCbQTmuS8H	1769447015	2dHbTviLmkgAQnNXsnRe6Ab2eCzgb3aMZcyLau7mvhte1y9BkmJf3MowhJKviJ5YBJDmeHz9BbacS4VgeTZWDnJm	1
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	24h	buy	1769304893	60006998314	4	5DDjSJ6uxgT8MF6Zn1pmYn7WPc7gSuPEnF2rsHEESVzn3EK2UEFwM7efgdTVciAsv7EeZPfpDHQmUHciMj4DB8Fk	1769285520	4gvFubJuquxDuoAeeSQnLZfhJX94DePe5XWxZBPiK7n91VhcWi6JMqEg8A4MzYXMtLvbPPZcUXAeYe6cp3HKjAA3	1
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	24h	sell	1769567412	174066411753	1	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw	1769567412	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw	1
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	7d	sell	1769567412	220410422887	2	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw	1769567412	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw	1
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	lifetime	buy	1769608410	20002097737	1	4j7G2KeBNKpku9YWhw724dPYajpEnQTpYkwuoBQBMV2z4JL4aUBHTL54rb1qF1JN9CGgZWqv4c9aGkkQZLbWhpwU	1769256602	4HLwihy9ViDn3SrS4AsuDbHvqPrQSzMkAJZb2Kqy5EUpLcNbxKyC1KZAUuk1xJnpBJCNXsgVAGz79mQ7v1AC3B37	1
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t	lifetime	sell	1769567412	174066411753	1	2qygGkimqGhLH4Zqe13fzvLwur43hh9iLq9rc3gKdb84XG2VTUXxefResVqMvCRqTPLeWfYuUNm6oBp8q3GiCJBw	1769288644	4ik3JzqDzxD3XPgBEnXP7T9NigUGQMgJFUfuipgCnFvQetfqL7GoEyeMVcKebSUJBpUqtRFwbZxwJNNj1AiU5NqA	1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	24h	buy	1769730201	66404513960	13	446JgFzBichJw2DiXsmQFtP9iP8KcCvci6kKd11hKosXYKiDzRTsp1qJe3nCYSXtssutCn8d9uhqWT2i7Xd4cZpz	1769187196	4curBCfGhCiocVVmZpacYmur8tdS3QQ4qgBVbAh8L8p4Xivmq4efo1HTkDcx9popoz9G8ptmfu8YgCd1cDRPSmA4	1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	24h	sell	1769641438	102136323779	16	277zLxiRSd53sVDegSJyZeLzfzMk3Ydcprq5WiqGB1yMo9mxQLHTKDzgZUyioUd7FzBT5RS5g8KU3sC4dNzG5XFz	1769200910	EeveQLbGS4VuSdSHxQFaVXeWMG6R7qAiGzAT5SuTd3LuCBjPzFhkigbVZsSMmKmnweDg4dJjD1SMwfrtQnrv8V1	1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	7d	buy	1769730201	1490801397094	113	446JgFzBichJw2DiXsmQFtP9iP8KcCvci6kKd11hKosXYKiDzRTsp1qJe3nCYSXtssutCn8d9uhqWT2i7Xd4cZpz	1769445502	5nk2bVdzM6bpbzjK2XFoHvmVZLkTAqsHVbGnrsGMDu1EBsZzR4XiBZfd1R9svLMBBX1gmiv15gEzZ4cuU6rGN77u	1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	7d	sell	1769730326	559241772162	86	xVyVm4yUnLMaKC7wDhREokH3hpfnd2aFFYFeNENvmcpD1hL6PokB3AwQgMg38inJWQHwmxHjFGKaskbLWGi6Xdm	1769377782	26HKbe6vXgjWnSRyyzeUXiouYPfXXrvBYm3Z9yUQGuew5jnV1Ngi4WJzv2dezARYd3y1znZLqVQTpgwmjzvk3uZY	1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	lifetime	buy	1769727873	10032044280	1	5oFzwNG9nKnDw57AWbDU9utDDg3XQ8YZ5RUzq8bAAcL3XZTPKxtJZiUDv5LCjLLW69ifbrH2aU85DL6iUXSASNgi	1769142969	54H4rvxC5mbXyK6TepB6snyou1sjVcPJJqz9Bop17TKyuuas6H27BrfMPCxuXn6N2qxkMXAUctRjnXgSMy8n96q6	1
4CqecFud362LKgALvChyhj6276he3Sy8yKim1uvFNV1m	lifetime	sell	1769727965	10340062725	1	3KhA2zhhPqh3iVoYuWJVkukikf5s6tGPG5mdSmkzoWfQ1b3dykRNzQ1ZWzPARCG6RDnRnV233e7TqHLdR9XeLEPr	1769186243	5Nsayk2jmxi58w7mG6p8nPeMfFFCGUvMVmnaYmf6xx2vEy6Q38NC5CasywZbaEsgFaWPYvNop1Ar18yJFtowpENu	1
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	24h	buy	1769730316	52931839182	60	3XjFTednAeXHkWLMwqpGDucgW8fV97R1ZDGDLyLpzJUSj7UgDRshzjpeS47np8Q2GEFDRcAXXq7ai7tBMSKsSEWW	1769236626	4xJojdELNsFtDpUdPZ5KTn6eAHounv14EJr3XtExkzKTEoXez58xdUqSdEFRXzs3sypttHKC4ZAzK7Dnybx55znL	1
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	24h	sell	1769703919	82549800234	44	5HJTX8uNU74hHQPMJ9G31BvNcdcoupsHttboQaXW5wLWktwCr5Fw7p4A32yFdxvoP2dPZqPkU1dyyeSQ9tLoyCnJ	1769236633	5LLVYuJzpK7eQNCXeoZTAyf6w9Re6nfstFVJL62CRNXJ4BZu9u95MLXARSNP1Xn2gy6TCnYV9L1HXn6rEHT5k9Px	1
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	7d	buy	1769734960	940656312668	1138	5gybhx9CfrQVWP33Lna9nitiPChPNLDQ9TexdhToFBBSFasPXagLZBmhJYr9st56sSYFXGRCJxJnSho2eso7vX2m	1769354046	56yQ4cKVRDzsruwcvPVWR4e4NC1PTg3s7dnXVqyRNgFNsWPj95b2VjTnWyLSCxdhj3MZMMiZnA88NQ3y31JCqEZW	1
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	7d	sell	1769737296	911690214173	407	5hPwnmxePsZK288HHDZJzeefXSMJySyhx9RiW2yLJyFJq6s29sPwHZLw4gQhz2mSwqPfZ1pjdBnpLV1HAPaUDpAp	1769354023	RRBv4QDtgQFMja8sFvJVmUxsHygphiLRLDMReqQfFiqFpc24bjuKZ5DDJZ9MVqEe2Ch39QGFUcUNhtVegqjpos9	1
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh	lifetime	sell	1769652772	11424204225	1	57L4MivJNWzxQxj8nCyBrz1LyADRcmk4pkaKfyoCrWnYVqiqpkuvjxFUXgjS5Mv1ihzfe9zP3zJDp22nMjcdgUM4	1769408160	4AeYATN5QJmPKzWrXbwco8z6Zaz8DnWXTAyyZXN7VZExAuq8epvSfCLTrKTyQZ6WZTQUNQbQrDA58th55iDqndEw	1
4Ff9dbi9L93qMvevpESY4YLHtdqTd8Yj8jXj3VwCNY4g	24h	buy	1769483646	50199971655	44	41u5agLbs61gChNFWCthmYP8HKWooKS7N8Vpa1Fb2qVZGi5Brj6EBNu5amkpPFNdaRKmCYUqQL6sDRWM9zcdVSkD	1769447983	3RkWVgQvsxJ52nJhpNDqMdeEuCoeHAuFuXcxv9JQ6FKYnUmJ8StuzDJYCZj1QNCkvsJTEZSe9hcDoURYerkA6Rjg	1
4Ff9dbi9L93qMvevpESY4YLHtdqTd8Yj8jXj3VwCNY4g	24h	sell	1769477761	56561682627	52	4itxEoW8w4nAZiMTtuhwDaBNANa8znh3zET65NPLkWRgt7UTTztZ48NV87KQVS3hui1DbjAoUAGxeJLb8F8UBsZV	1769448897	4MVdoPPtyNjYfftjFFoJ4pfFMhiqic5xg1kq9ekpRbXj8HrdhbZ1DT1aG4YAGNQ4C3yHcRKUscSVPdMiJEUw2xPc	1
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	24h	buy	1769640322	50466710880	14	SM4tpYfn6eEGSsbjko2QFAbyPYYnV6MHGKrqtFZ4xjGSwfEoQrVYwcgqpkdYFc1ztFi2RHsZ2Svfi7TpEc3YAYZ	1769186545	3GVLuBc4wXJoSH6ozjrjN6WL2zHb1e5KjURyr87uinstVzuxGLZecWbxkse16pnAGcLhE2nGfyXbcvqAoAUnMMAS	1
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	24h	sell	1769640332	104725235464	41	4D7a52ZYAGC7evUJRwWFTah3HgmHVfXAsMfV5sF53aQj4LQ8cVFDhHXcyU17KbTiXUYCoHQHBxnFFmNqGE9eSFmS	1769186961	3YijP2a83yXZN62AB44oN1CzgmyiRPqjT9ZEpuB252aMPFyTVvMzXPDwCdawT2gTCknQAuKKiDQteiRbDP4427eW	1
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	7d	buy	1769721847	528876483180	148	y5RceoZWwVLzGcXY46PCFhyscA7rE8kMgRF8jQmvcpMtBBKBkZbYbABv25ZVeoKY1xrD56obrMDvN3zLtUP3aMC	1769292247	JzcMypV7rGwWy9wkgPajTR4SWztMyq77AXHoNbuLDAzGtbzmqnRKJcrdzxTw4WYpAUKeP42pL21VdfxT2AijMAv	1
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	7d	sell	1769640332	519715689974	176	4D7a52ZYAGC7evUJRwWFTah3HgmHVfXAsMfV5sF53aQj4LQ8cVFDhHXcyU17KbTiXUYCoHQHBxnFFmNqGE9eSFmS	1769292424	ZS4wXGRVjR9iNtQZa87JfKfbM2ie41srh3mAuCSW9M3RnBmn3KmZ73qb14Fhzo9WgW35E7qJib7sEeB5wDycKM3	1
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	lifetime	buy	1769471405	10028079080	1	xHG6wf5F6QZvB55hCrr7Vi2bHytry89y4KkWKf1zKUWuhfUUpqQYSRVEwgffQkDPApvn4WPsSiVyhj5fhgdMqj6	1769182980	3u3CnMewWMq4stmaKQksS2hTY8tm74HakyLCaVNn8kt15NKUtvQ6g2Xn2HpRGMfQAGkumxdqVrwowcCnbxHn1C57	1
4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a	lifetime	sell	1769234535	21591311106	1	2Qdf62Je7BwV78fjHkJs5tiXxKcaY4BBGaxstLpWWdHMDRWjBHJAN7px7RZsS9Je8515JyWq2kx66gAAEQiWYrGz	1769195349	5dFkKuadnhtobvGZPyr23X9QtRaRpT5T4C3e1P31YgjcGHBFcZgmTGySiTQRHDBPqbSkH4sbNF7wmw8fag1Cd8oJ	1
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	24h	buy	1769698105	54527625414	40	2PKteFoa8Q6TjMErNmSSZCJdoDUY3DfgE5gTEHQ3dD2haQ5oZTyeHuH63Lr3WHu61iANeKt9Y1nzS3bE7NeRS7Qo	1769357836	4CGM93m3DgACzh5ZJxf7n2T7Xnb8HCYuoyq1yF8Wq8j4GchuiYsp8KYowVR4guuZxWqXUgKn1caLwwgR7TbuCRqL	1
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	24h	sell	1769728552	52438914886	39	ebFmwgpNfGWR3eUkeET2izPDPDMhqwi14S9q1CrUj4mZGfK1h4W63JVTqYdDMyPyqTHR3996oJV9oPmu41Tp2d1	1769347258	45UzjonfZC9dUqg5cJUSY5M8uPB8UKUN9guAZ51giEbCgVaZqHw26G77wwzwnddAnyMiEKW8j8cYuTWFNZoSfnkz	1
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	7d	buy	1769728409	292960822407	331	doKxveJsBAYCJRnS3emBCDhzQgFmyEijoTEqpi8U94EeBCMQpPHwY8xaHt1WG3WDKRiwqzo28Z6QfXgjbW19Udu	1769606214	3ncNQp8zSgrNHHoaXLWfbc3atypQuv9BB5KC35zFethnWC8ic49mdJpfu3ZMBNftArANkx9nU9xz9gAkGPjYmYtJ	1
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	7d	sell	1769728552	366423052419	347	ebFmwgpNfGWR3eUkeET2izPDPDMhqwi14S9q1CrUj4mZGfK1h4W63JVTqYdDMyPyqTHR3996oJV9oPmu41Tp2d1	1769468849	5sP6p6vHMAGmRK4oaENYjgEbYnFpyYTLrDz9wUk3KB2uFQU5W27i9LqY4PhitN9BYJHPc1u6hMaLD2fKszqofG9G	1
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL	lifetime	buy	1769684124	10004044280	1	53K8eSppUZLRkWuSU5iVumq9Vw7H9kxwgpyV7PmqfFPJmeDGBbVdgVJacDWEdMkCjtco78nvAFCEdpQRmSAwgypg	1769684124	53K8eSppUZLRkWuSU5iVumq9Vw7H9kxwgpyV7PmqfFPJmeDGBbVdgVJacDWEdMkCjtco78nvAFCEdpQRmSAwgypg	1
4TS24wgLBMucbZt7zqhM3KakXwdNTT2ECxDXEpsn5AhZ	24h	buy	1769734356	52028646865	30	3BbCBzLsY1fNfZNQJznGwzntEvZDVEdeVLkxgm5XAXFVV5i7JGpxUboH1cnpmiB9zHma1KU1AVE1xAhLhdVbjna4	1769529470	5fMvWypTKkL3PzuWNdoeXvWjytYeJujN8opgVsCXLxtXE4hCW5JJtuJLyjgY1Vq3aB2UauMPrfLheCZ1rCGo2Q1c	1
4TS24wgLBMucbZt7zqhM3KakXwdNTT2ECxDXEpsn5AhZ	24h	sell	1769732451	63212821957	35	55YTASZEYWLxNo1pPGgvXD8p9P849mrj5gH2pSK39dNgRFGmh3ZcVnMWvxtbtdn4wxRj7ca2dQVHCHnyLWsH2HRw	1769527871	55HWQb2Tccx56cqqgFf2uumZdbZwXeRLBLLqGvi4oy9bbboTReuuv6ANmHKsQeCaKLDfTUP9y1ZNtacctgCCvymR	1
4TS24wgLBMucbZt7zqhM3KakXwdNTT2ECxDXEpsn5AhZ	7d	sell	1769732451	211992322216	123	55YTASZEYWLxNo1pPGgvXD8p9P849mrj5gH2pSK39dNgRFGmh3ZcVnMWvxtbtdn4wxRj7ca2dQVHCHnyLWsH2HRw	1769729292	4rCUfGtxwAJKXRGtkakraorKXh65ZgPU4WgVVdPCLuaDNGk7Pin5qseRWQsgFZzB3UFoyprCfvE5GktJtYSqk8if	1
4WPTQA7BB4iRdrPhgNpJihGcxKh8T43gLjMn5PbEVfQw	lifetime	buy	1769565094	15000708167	1	4MCctvs1sfoSx1iotw3KSe3UZnuQ49gw8YPaYtRihBr2rzoZtzRxjEHYE35nhpWWJuDq1qydX1zBCzZURgCYLzR6	1769565042	4GVfyTxQEUzaWwi2PoQX8JzxCo6bNzuCX97rdkP9kRXLgXJetEj1k6cdASdQUM7u3jDVQ1mPUgsH6Z4F2qCubLsJ	1
