wallet	window	side	transition_type	event_time	amount_lamports	supporting_flow_count	flow_ref
4hSXPtxZgXFpo6Vxq9yqxNjcBoqWN3VoaPJWonUtupzD	24h	buy	ENTER	1769418540	56083152840	7	4ecAUnqRDphbbCcs4ag6zSQV6esMzPsR7gJZr9JPGiPzznZ8eCAtfgHU3ZstpPwwWqREquNJKKPiz2x8GPbvK2oY
4hSXPtxZgXFpo6Vxq9yqxNjcBoqWN3VoaPJWonUtupzD	24h	sell	ENTER	1769491544	59364554014	7	4Rs6itu9w5AhPhExMaEdTU7FfTgUMT5usH9ifXfzUohMFZb5753SNdoN9CpaNRiZDrExxHAgMbJrm6zpv9jiSLKJ
4hSXPtxZgXFpo6Vxq9yqxNjcBoqWN3VoaPJWonUtupzD	7d	buy	ENTER	1769493781	206345899760	30	kE5E8vqZeA7234tXKHrSVEywLeh1SEQujG1huoL1EALAF7Q3uYurMsSXxxpBvBhiF1vfCvP4Urq6ksbLzP1pwMK
4hSXPtxZgXFpo6Vxq9yqxNjcBoqWN3VoaPJWonUtupzD	7d	sell	ENTER	1769500713	200341529858	29	24ykhDCb3hDGotnphQLFUGm5W68jEfEAijSA8o2wfLJijjhpe82CQTzcJMPcYECFxzoRsEEExp1MUreDRVS99x56
4hSXPtxZgXFpo6Vxq9yqxNjcBoqWN3VoaPJWonUtupzD	lifetime	buy	ENTER	1769217939	10013079080	1	4JdvkkgS93gSHApBtdZ63KFeXbTUDtH2oTz6eDxXVfk3Ju5JHRY85tmB3ZBNgNLJBLTojcfGCQ41PDUpnXN6yEgk
4hSXPtxZgXFpo6Vxq9yqxNjcBoqWN3VoaPJWonUtupzD	lifetime	sell	ENTER	1769232582	19098186823	1	4V7QUqcxktQxVLWPfS3EyLZLVVHFftQ9YF8aCwP9tyjeHgRTdkTu1q9dmiUM2dNsMSaTy2U4nmXtUKBikLR83wBj
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh	24h	buy	ENTER	1769200139	50318358394	33	54tibAC7veUKex8Mg2BfNPUy3cCqqtSVMk3gqbq4P9wyRZqUqjNu6ze1JMcocWw77DU7KoW7ANbisLAazVhBC9v9
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh	24h	sell	ENTER	1769206079	58154631280	26	4d8oeLXuSRbGDn3BpuWaTz9zfB6mKa5guJsCLUp3F6yyAKpBy9QRyJixoefioEFqgzjFrkC2JubFmPwjKG7kHkdb
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh	7d	buy	ENTER	1769260146	200130853369	175	3FnV2o3dAq6hjDCwDy9cMd8LDJ4AXWTKyTxiURrxBDA857ySfUKFhiUJY5vmL5tRpgabmmXX9d9GRZASwx5o2k8e
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh	7d	sell	ENTER	1769214996	202926387419	86	2Hiex5WnUs3CoC5i3SU5weu1XPB3RAcH84bAWtmGtYjXYZQoBC6eBQk3YBgGZfZwTrFoSUA5HXgfw3RcUTYxjkCR
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh	lifetime	buy	ENTER	1769194302	10037049280	1	2upbeEfKNqMo5itNX2a6ZjWmpXoFQTCczpdU3rPT49UKdNUEwd2ZUFFQn5xsJSmLbgr6fvJpevLeWPK5kXrrdNMv
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh	lifetime	sell	ENTER	1769209729	10153210214	1	7siwn9FA5aJt7jA54UFaV67awRF1WpfRi5DMnGhauUSGSVQwPLkKmKGJQVA5wWVEENf92cDK5dX8AVrLHjwJQ11
4s2WzRLa35FB58bZY1i4CN3WoywJeuYrGYHnTKFsT23z	lifetime	buy	ENTER	1769268576	21971972779	1	2oswWVVT6dMbCyGmjosJQ5rUVz1qr9SDHs9HGcectHj2NCUZe9UcKUXDAm6W2fKfrFQwBsJgp7S2Fmg7MM8TWEWR
4s2WzRLa35FB58bZY1i4CN3WoywJeuYrGYHnTKFsT23z	lifetime	sell	ENTER	1769268547	23612820368	1	5xqJ6digPmU6zUzWKcSn9kurToo4tQ6JVSvpfSQVSPHds9cNZoCQVFkYCxREbsiajFJVBgL2r2RVjJq3zXuf82kg
4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU	24h	buy	ENTER	1769160122	50180681121	34	4uHonDTxKerYvPcNf9fZjjD3rS7XUBWBmjD6CCgQMbowrvjvwHWFh2vtf4oXHNYhgAXNg8RcPJW3f6CPEeCdeJJY
4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU	24h	sell	ENTER	1769160304	50092080806	14	67N9yBaciJkc4Z3sfBSpSW5vh3djmHCbZQp1if6kqwP7kYRmMJXztzTtyFQyLXzk1aFmU4uJgnq3eoW9q2bczUtL
4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU	7d	buy	ENTER	1769238380	201763750633	254	4heDZyDdbL1wh1u6p1XcrY5CskTn3q8FWTbCcBMFYdz3HxZ1FvqbBbvebB2Q1dEVibGQEKbQEdLd1pAVvbCjy1yW
