wallet	window	event_time	event_type	sol_amount_lamports	supporting_flow_count	flow_ref	created_at
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769290851	WHALE_TX_BUY	26290005000	1	4dCQZQJ6eB73BLFRXa8qKusXDXvXCETvwPFq5z7HS4WTfYzUZBvWpRy3VASLeS73A87ULFgrcSAvzGadSH77ZyaA	1769290851
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769290851	WHALE_CUM_24H_BUY	284359482077	28	4dCQZQJ6eB73BLFRXa8qKusXDXvXCETvwPFq5z7HS4WTfYzUZBvWpRy3VASLeS73A87ULFgrcSAvzGadSH77ZyaA	1769290851
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769290851	WHALE_CUM_7D_BUY	568569333833	54	4dCQZQJ6eB73BLFRXa8qKusXDXvXCETvwPFq5z7HS4WTfYzUZBvWpRy3VASLeS73A87ULFgrcSAvzGadSH77ZyaA	1769290851
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769290855	WHALE_TX_BUY	14170005000	1	Vaw8ntZvvRV9T2XAvH5dRJWjCid44utYkzZeEUwFZwmyjuryzm4dGCzCTKMv65dyR2jeN2QRuGJKmc7RH5zaNps	1769290855
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769290855	WHALE_CUM_24H_BUY	298529487077	29	Vaw8ntZvvRV9T2XAvH5dRJWjCid44utYkzZeEUwFZwmyjuryzm4dGCzCTKMv65dyR2jeN2QRuGJKmc7RH5zaNps	1769290855
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769290855	WHALE_CUM_7D_BUY	582739338833	55	Vaw8ntZvvRV9T2XAvH5dRJWjCid44utYkzZeEUwFZwmyjuryzm4dGCzCTKMv65dyR2jeN2QRuGJKmc7RH5zaNps	1769290855
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769290872	WHALE_CUM_24H_SELL	306404812366	22	4er2WnGQx6Wah1CkQfzr7J5B4bxQ9kJV3c9g1Dqgjg9vyBZhD14mYQwtfwWBLCuP4dyDHBjfyi1Rr3VREGAwgeoF	1769290872
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769290872	WHALE_CUM_7D_SELL	447979899490	40	4er2WnGQx6Wah1CkQfzr7J5B4bxQ9kJV3c9g1Dqgjg9vyBZhD14mYQwtfwWBLCuP4dyDHBjfyi1Rr3VREGAwgeoF	1769290872
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769290876	WHALE_CUM_24H_SELL	312446767676	23	2tHoC1ttorC989RgrH4KcD4qGPYtkiJYoi5LtEBSqGNsY5aF6xr7yiasofQ6xGQcDfxWJTkv2gc89HsMJqze8JPT	1769290876
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769290876	WHALE_CUM_7D_SELL	454021854800	41	2tHoC1ttorC989RgrH4KcD4qGPYtkiJYoi5LtEBSqGNsY5aF6xr7yiasofQ6xGQcDfxWJTkv2gc89HsMJqze8JPT	1769290876
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769290890	WHALE_TX_BUY	10130005000	1	4JhQJ9PaBAJQMHTaAzDK6EpDJrbPnbfZKtY8TsbezKwjrpARLiUiTvFi7UWE3JpNfj5GomPeRgyWcyCzrNa3hixK	1769290890
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769290890	WHALE_CUM_24H_BUY	308659492077	30	4JhQJ9PaBAJQMHTaAzDK6EpDJrbPnbfZKtY8TsbezKwjrpARLiUiTvFi7UWE3JpNfj5GomPeRgyWcyCzrNa3hixK	1769290890
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769290890	WHALE_CUM_7D_BUY	592869343833	56	4JhQJ9PaBAJQMHTaAzDK6EpDJrbPnbfZKtY8TsbezKwjrpARLiUiTvFi7UWE3JpNfj5GomPeRgyWcyCzrNa3hixK	1769290890
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769292083	WHALE_CUM_24H_BUY	313722536357	31	33ukPM1JuM6yNW6K6jyPrdgWH5rAbgGNwYTi7uX6zuxf2E7YyGwb9QRcPQN6eYMLb5gjdax5VHY8fspHa1HefKD9	1769292083
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769292083	WHALE_CUM_7D_BUY	597932388113	57	33ukPM1JuM6yNW6K6jyPrdgWH5rAbgGNwYTi7uX6zuxf2E7YyGwb9QRcPQN6eYMLb5gjdax5VHY8fspHa1HefKD9	1769292083
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769292088	WHALE_CUM_24H_SELL	318358349822	24	uPui3N79pTNtLntx4edi4fYDAxUa4m6RpTbZTNVHTeJUWvjaEPqgY9hGH58bLDqc1t3zhBKdPKrDxWZ1nxWcVhS	1769292088
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769292088	WHALE_CUM_7D_SELL	459933436946	42	uPui3N79pTNtLntx4edi4fYDAxUa4m6RpTbZTNVHTeJUWvjaEPqgY9hGH58bLDqc1t3zhBKdPKrDxWZ1nxWcVhS	1769292088
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769292364	WHALE_TX_BUY	35382044280	1	5orAjwWQT6WyEB1nYewBMRzj7xzHADT8iLjtrEv4R8tvGpKT9Z2AZT78gmbRLk4GdyV2yiQbqprcuUBiA141mXRa	1769292364
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769292364	WHALE_CUM_24H_BUY	343033575637	31	5orAjwWQT6WyEB1nYewBMRzj7xzHADT8iLjtrEv4R8tvGpKT9Z2AZT78gmbRLk4GdyV2yiQbqprcuUBiA141mXRa	1769292364
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769292364	WHALE_CUM_7D_BUY	633314432393	58	5orAjwWQT6WyEB1nYewBMRzj7xzHADT8iLjtrEv4R8tvGpKT9Z2AZT78gmbRLk4GdyV2yiQbqprcuUBiA141mXRa	1769292364
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769292372	WHALE_CUM_24H_SELL	327946230722	25	5jcXo7gZqR6QACuRXist542EQk9Ds8H1uSoDpKd7ZR813JGssDdLSfBbDs2deeM26s3vffEUSqYsp4Z9nyk3JWDH	1769292372
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769292372	WHALE_CUM_7D_SELL	469521317846	43	5jcXo7gZqR6QACuRXist542EQk9Ds8H1uSoDpKd7ZR813JGssDdLSfBbDs2deeM26s3vffEUSqYsp4Z9nyk3JWDH	1769292372
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769292504	WHALE_TX_BUY	10113079080	1	3oUMu4LcvqnVjY7oMY2WdeK26tQGkCG5iTycUeZa3ZAngkPZMvj6PEx8hWaRQf5KS9R9VmW17faTfQrADLsNZ9Rj	1769292504
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769292504	WHALE_CUM_24H_BUY	353146654717	32	3oUMu4LcvqnVjY7oMY2WdeK26tQGkCG5iTycUeZa3ZAngkPZMvj6PEx8hWaRQf5KS9R9VmW17faTfQrADLsNZ9Rj	1769292504
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769292504	WHALE_CUM_7D_BUY	643427511473	59	3oUMu4LcvqnVjY7oMY2WdeK26tQGkCG5iTycUeZa3ZAngkPZMvj6PEx8hWaRQf5KS9R9VmW17faTfQrADLsNZ9Rj	1769292504
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769294474	WHALE_TX_BUY	25280005000	1	2fwTdPoxrqq38h2cJLQdrF4HLgt6WZXkUE2Dw6mHuERH72Dp6ufv6EJBkMKZRAp9ooJzEzbeshVCrK8m7ZZPEYw3	1769294474
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769294474	WHALE_CUM_24H_BUY	378426659717	33	2fwTdPoxrqq38h2cJLQdrF4HLgt6WZXkUE2Dw6mHuERH72Dp6ufv6EJBkMKZRAp9ooJzEzbeshVCrK8m7ZZPEYw3	1769294474
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769294474	WHALE_CUM_7D_BUY	668707516473	60	2fwTdPoxrqq38h2cJLQdrF4HLgt6WZXkUE2Dw6mHuERH72Dp6ufv6EJBkMKZRAp9ooJzEzbeshVCrK8m7ZZPEYw3	1769294474
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769296624	WHALE_CUM_24H_BUY	383506664717	34	4BbMRfkNWmiK9xFRUzhZ6gWqhriApX3XFG5wqLUtEAeUbHcQs7n1FQiES5HZdbcHoNSEu1tm6FxNWoQfKHYxj7Hx	1769296624
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769296624	WHALE_CUM_7D_BUY	673787521473	61	4BbMRfkNWmiK9xFRUzhZ6gWqhriApX3XFG5wqLUtEAeUbHcQs7n1FQiES5HZdbcHoNSEu1tm6FxNWoQfKHYxj7Hx	1769296624
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769296860	WHALE_TX_SELL	37932984383	1	4AUNPv51ZyJdU7hvCrY4PxZb62f2SgNJqtE9sevonLHDzpximGav982nbQMpQrfSniuFekKxpAZnth5bjBAZfNJj	1769296860
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769296860	WHALE_CUM_24H_SELL	359668319314	25	4AUNPv51ZyJdU7hvCrY4PxZb62f2SgNJqtE9sevonLHDzpximGav982nbQMpQrfSniuFekKxpAZnth5bjBAZfNJj	1769296860
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	7d	1769296860	WHALE_CUM_7D_SELL	507454302229	44	4AUNPv51ZyJdU7hvCrY4PxZb62f2SgNJqtE9sevonLHDzpximGav982nbQMpQrfSniuFekKxpAZnth5bjBAZfNJj	1769296860
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	lifetime	1769296862	WHALE_TX_SELL	35812498053	1	32QDwFJqR77RiqgYD7Ze6Gx4zi8TX12qtK9RTZGxqwf885LNb7akpGGjVCegTcUNHPhSL2YyoG12FB9Q7JE3vK8i	1769296862
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP	24h	1769296862	WHALE_CUM_24H_SELL	395480817367	26	32QDwFJqR77RiqgYD7Ze6Gx4zi8TX12qtK9RTZGxqwf885LNb7akpGGjVCegTcUNHPhSL2YyoG12FB9Q7JE3vK8i	1769296862
